"Material Description"
"Number of HRR Curves","04"
550.6,30.5
555.6,31.2
560.6,30.1
565.6,30.6
570.6,29.6
575.6,30.3
580.6,29.6
585.6,28.8
590.6,29.1
595.6,28.5
600.6,27.3
605.6,26.9
610.6,26.9
615.6,28.1
620.6,27.3
625.6,27
630.6,27.9
635.6,26.9
640.6,27.1
645.6,26.8
650.6,26.1
655.6,26.2
660.6,26.9
665.6,24.8
670.6,25.7
675.6,26.6
680.6,24.7
685.6,24.8
690.6,24.3
695.6,24.8
700.6,24.1
705.6,22.7
710.6,23.4
715.6,22.7
720.6,22.3
725.6,22.7
730.6,21
735.6,21.4
740.6,21.3
745.6,21.1
750.6,20.3
755.6,19.8
760.6,19.9
765.6,18.9
770.6,19.7
775.6,18.3
780.6,17.2
785.6,17
790.6,16.9
795.6,16.4
800.6,15.5
805.6,15.1
810.6,14.8
815.6,14.7
820.6,13.7
825.6,13.6
830.6,12.5
835.6,13.9
840.6,11.2
845.6,12.8
850.6,11.6
855.6,10.7
860.6,10.7
865.6,11.4
870.6,8.7
875.6,10
880.6,10.1
885.6,8.2
890.6,6.7
895.6,8.6
900.6,9.3
905.6,8.1
910.6,5.9
915.6,6.3
920.6,7.8
925.6,5.5
930.6,5
935.6,6.7
940.6,6.4
945.6,3.7
950.6,4.9
955.6,6.4
960.6,5.4
965.6,3.8
970.6,4.7
975.6,4.9
980.6,3
985.6,4.7
990.6,2.9
995.6,3.8
1000.6,3.4
1005.6,2.9
1010.6,3.3
1015.6,2.6
1020.6,2.8
1025.6,1.9
1030.6,3.1
1035.6,1.3
1040.6,2.3
1045.6,2
1050.6,1.3
1055.6,2.4
1060.6,.7
1065.6,1.9
1070.6,1.1
1075.6,1.4
1080.6,1.3
1085.6,.5
1090.6,1.5
1095.6,.4
1100.6,1.9
1105.6,.1
1110.6,.8
1115.6,1.1
1120.6,0
1125.6,.4
1130.6,.2
1135.6,.1
1140.6,.3
1145.6,.2
1150.6,.3
1155.6,0
1160.6,.1
1165.6,.3
1170.6,0
1175.6,.2
1180.6,.5
1185.6,0
1190.6,0
1195.6,0
1200.6,0
1205.6,0
1210.6,0
1215.6,.6
1220.6,.1
1225.6,0
1230.6,.3
1235.6,0
1240.6,0
1245.6,0
1250.6,1.5
1255.6,.6
1260.6,0
1265.6,.3
1270.6,1.2
1275.6,1.6
1280.6,1
1285.6,.6
1290.6,2.4
1295.6,.5
1300.6,0
1305.6,.6
1310.6,1.2
1315.6,1.6
1320.6,1.1
"Heat Flux",60
"Number of HRR Data Pairs",100
"sec,kw/m2"
0,30
3.4,80.8
8.4,136.7
13.4,142.3
18.4,136.8
23.4,136.5
28.4,135.2
33.4,133.6
38.4,132.7
43.4,131.5
48.4,137.6
53.4,153.8
58.4,178.1
63.4,209.5
68.4,238.5
73.4,279.5
78.4,308.5
83.4,304.1
88.4,261.8
93.4,206.3
98.4,154.9
103.4,117
108.4,92.8
113.4,77.7
118.4,66.5
123.4,58.8
128.4,51.6
133.4,46.5
138.4,43.3
143.4,41.6
148.4,39.7
153.4,39.5
158.4,38.6
163.4,38.3
168.4,37.1
173.4,37.2
178.4,36.1
183.4,37.5
188.4,37.4
193.4,37.3
198.4,37.1
203.4,37.5
208.4,36.9
213.4,37.2
218.4,37.5
223.4,37
228.4,37.6
233.4,37.4
238.4,37.6
243.4,37.3
248.4,37
253.4,37.7
258.4,36.4
263.4,36.1
268.4,35.9
273.4,35.8
278.4,35.8
283.4,36.1
288.4,35
293.4,35.4
298.4,35.9
303.4,35.2
308.4,35.1
313.4,35.2
318.4,34.4
323.4,33.9
328.4,35
333.4,34.2
338.4,34.7
343.4,34.9
348.4,34.8
353.4,34.3
358.4,34.8
363.4,34.2
368.4,33.9
373.4,33.8
378.4,33.8
383.4,33.5
388.4,33.5
393.4,33.5
398.4,33
403.4,33.2
408.4,33
413.4,33.6
418.4,33
423.4,32.9
428.4,31.9
433.4,32.3
438.4,31.6
443.4,31.7
448.4,32
453.4,31
458.4,30.9
463.4,31
468.4,30.6
473.4,31.6
478.4,30.4
483.4,30.8
488.4,30
493.4,29.8
"Ignition Data"
"Number of Pairs",12
"flux kw/m2,ignition time sec, peak hrr kw/m2"
25,120.9,303.7
25,107,301.1
25,125.7,219.2
35,51.7,269.5
35,50.6,207.9
35,65.8,403.6
50,19.4,297.4
50,19.5,346.4
50,20.8,308.6
60,11.6,308.5
60,7.9,344
60,10.7,336.8
"Flame Spread Parameter",0
"Min Surface Temp For Spread",0
"Effective Heat of Combustion",0
